atom_id,source_dataset_id,source_row_id,atom_category,primary_label,secondary_labels,attributes,tags,provenance,confidence,status,notes
vm_gtr:GTR-0014:R,genre_transformation_rules,GTR-0014,transformation_rule,cumbia_to_reggae,"[""cumbia"", ""reggae""]","{""gtr_id"": ""GTR-0014"", ""source_genre"": ""cumbia"", ""target_genre"": ""reggae"", ""core_elements_keep"": ""retain_main_refrain_and_bounce_feel"", ""elements_to_change"": ""reshape_percussion_density_and_backbeat_placement"", ""tempo_shift_hint"": ""slightly_slower"", ""groove_shift_hint"": ""reduce_clave_emphasis_and_add_skank"", ""instrumentation_focus"": ""offbeat_keys_or_guitar_with_light_drums"", ""vocal_style_shift"": ""from_high_energy_delivery_to_relaxed_pulse"", ""lyrical_tone_shift"": ""from_constant_excitement_tosteady_warmth"", ""notes"": ""keep_repetitive_structure_for_familiarity""}","[""viral_muse"", ""genre_transformation_rules"", ""transformation_rule""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_GTR_SINGLE_RULE""]}",0.97,active,
vm_gtr:GTR-0015:R,genre_transformation_rules,GTR-0015,transformation_rule,alt_rock_to_southern_rock_blues,"[""alt_rock"", ""southern_rock_blues""]","{""gtr_id"": ""GTR-0015"", ""source_genre"": ""alt_rock"", ""target_genre"": ""southern_rock_blues"", ""core_elements_keep"": ""preserve_main_riff_and_chorus_focus"", ""elements_to_change"": ""adjust_guitar_tone_and_drum_swing"", ""tempo_shift_hint"": ""bpm_similar"", ""groove_shift_hint"": ""add_blues_swing_to_backbeat"", ""instrumentation_focus"": ""overdriven_guitars_with_blues_phrasings"", ""vocal_style_shift"": ""from_indie_bite_to_bluesy_drawl"", ""lyrical_tone_shift"": ""from_detached_cool_to_rootsy_honesty"", ""notes"": ""retain_modern_melodic_ideas_while_shiftingtoward_blues""}","[""viral_muse"", ""genre_transformation_rules"", ""transformation_rule""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_GTR_SINGLE_RULE""]}",0.97,active,
vm_gtr:GTR-0016:R,genre_transformation_rules,GTR-0016,transformation_rule,southern_rock_blues_to_reggae,"[""southern_rock_blues"", ""reggae""]","{""gtr_id"": ""GTR-0016"", ""source_genre"": ""southern_rock_blues"", ""target_genre"": ""reggae"", ""core_elements_keep"": ""retain_blues_hook_and_story_arc"", ""elements_to_change"": ""modify_drum_pattern_and_guitar_comping"", ""tempo_shift_hint"": ""slightly_slower"", ""groove_shift_hint"": ""add_offbeat_skank"", ""instrumentation_focus"": ""clean_skank_guitar_and_light_keys"", ""vocal_style_shift"": ""from_gritty_belt_to_relaxed_syncopation"", ""lyrical_tone_shift"": ""from_brooding_to_laid_back"", ""notes"": ""retain_blues_color_while_adapting_to_reggae_feel""}","[""viral_muse"", ""genre_transformation_rules"", ""transformation_rule""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_GTR_SINGLE_RULE""]}",0.97,active,
vm_gtr:GTR-0017:R,genre_transformation_rules,GTR-0017,transformation_rule,alt_rock_to_lofi_pop,"[""alt_rock"", ""lofi_pop""]","{""gtr_id"": ""GTR-0017"", ""source_genre"": ""alt_rock"", ""target_genre"": ""lofi_pop"", ""core_elements_keep"": ""maintain_hook_line_and_lyric_theme"", ""elements_to_change"": ""update_drum_power_and_mix_density"", ""tempo_shift_hint"": ""slightly_slower"", ""groove_shift_hint"": ""soften_backbeat_and_introduce_swing"", ""instrumentation_focus"": ""soft_drums_and_muted_guitars"", ""vocal_style_shift"": ""from_confrontational_tone_toquiet_delivery"", ""lyrical_tone_shift"": ""from_high_tension_toreflective_mood"", ""notes"": ""keep_alt_flavor_in_harmony_with_lofi_aesthetic""}","[""viral_muse"", ""genre_transformation_rules"", ""transformation_rule""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_GTR_SINGLE_RULE""]}",0.97,active,
vm_gtr:GTR-0018:R,genre_transformation_rules,GTR-0018,transformation_rule,lofi_pop_to_reggae,"[""lofi_pop"", ""reggae""]","{""gtr_id"": ""GTR-0018"", ""source_genre"": ""lofi_pop"", ""target_genre"": ""reggae"", ""core_elements_keep"": ""retain_hook_motif_and_soft_atmosphere"", ""elements_to_change"": ""update_drum_groove_and_guitar_role"", ""tempo_shift_hint"": ""slightly_faster"", ""groove_shift_hint"": ""add_offbeat_pulse_with_light_percussion"", ""instrumentation_focus"": ""keys_and_guitar_supporting_groove"", ""vocal_style_shift"": ""from_inward_tone_tooutward_easygoing_delivery"", ""lyrical_tone_shift"": ""from_private_space_toopen_air_scene"", ""notes"": ""keep_soft_mix_edges_for_warmth""}","[""viral_muse"", ""genre_transformation_rules"", ""transformation_rule""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_GTR_SINGLE_RULE""]}",0.97,active,
vm_gtr:GTR-0019:R,genre_transformation_rules,GTR-0019,transformation_rule,cumbia_to_lofi_pop,"[""cumbia"", ""lofi_pop""]","{""gtr_id"": ""GTR-0019"", ""source_genre"": ""cumbia"", ""target_genre"": ""lofi_pop"", ""core_elements_keep"": ""preserve_lead_melody_and_catchy_refrain"", ""elements_to_change"": ""modify_percussion_layers_and_bass_hype"", ""tempo_shift_hint"": ""slightly_slower"", ""groove_shift_hint"": ""soften_groove_and_introduce_looseness"", ""instrumentation_focus"": ""subtle_lofi_kick_and_light_guitar"", ""vocal_style_shift"": ""from_projected_lead_tosoft_sung_lines"", ""lyrical_tone_shift"": ""from_group_focus_toindividual_memory"", ""notes"": ""retain_simple_chant_like_phrases_in_hooks""}","[""viral_muse"", ""genre_transformation_rules"", ""transformation_rule""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_GTR_SINGLE_RULE""]}",0.97,active,
vm_gtr:GTR-0020:R,genre_transformation_rules,GTR-0020,transformation_rule,cumbia_to_alt_rock,"[""cumbia"", ""alt_rock""]","{""gtr_id"": ""GTR-0020"", ""source_genre"": ""cumbia"", ""target_genre"": ""alt_rock"", ""core_elements_keep"": ""retain_hook_and_rhythmic_repetition"", ""elements_to_change"": ""adjust_percussion_arrangement_to_rock_groove"", ""tempo_shift_hint"": ""bpm_similar"", ""groove_shift_hint"": ""move_to_driven_backbeat"", ""instrumentation_focus"": ""guitars_with_clear_bass_line"", ""vocal_style_shift"": ""from_group_focus_to_vocal_center"", ""lyrical_tone_shift"": ""from_celebration_to_personal_reflection"", ""notes"": ""maintain_danceable_feel_even_with_rock_weight""}","[""viral_muse"", ""genre_transformation_rules"", ""transformation_rule""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_GTR_SINGLE_RULE""]}",0.97,active,
vm_gtr:GTR-0021:R,genre_transformation_rules,GTR-0021,transformation_rule,southern_rock_blues_to_reggae,"[""southern_rock_blues"", ""reggae""]","{""gtr_id"": ""GTR-0021"", ""source_genre"": ""southern_rock_blues"", ""target_genre"": ""reggae"", ""core_elements_keep"": ""maintain_blues_hook_and_story_arc"", ""elements_to_change"": ""update_drum_pattern_and_guitar_comping"", ""tempo_shift_hint"": ""slightly_slower"", ""groove_shift_hint"": ""add_one_drop_feel"", ""instrumentation_focus"": ""skank_guitar_with_supporting_keys"", ""vocal_style_shift"": ""from_rough_projection_to_smoother_pulse"", ""lyrical_tone_shift"": ""from_heavy_reflection_to_balanced_view"", ""notes"": ""retain_blues_color_while_adapting_to_reggae_feel""}","[""viral_muse"", ""genre_transformation_rules"", ""transformation_rule""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_GTR_SINGLE_RULE""]}",0.97,active,
vm_gtr:GTR-0022:R,genre_transformation_rules,GTR-0022,transformation_rule,cumbia_to_reggae,"[""cumbia"", ""reggae""]","{""gtr_id"": ""GTR-0022"", ""source_genre"": ""cumbia"", ""target_genre"": ""reggae"", ""core_elements_keep"": ""keep_main_refrain_and_bounce_feel"", ""elements_to_change"": ""update_percussion_density_and_backbeat_placement"", ""tempo_shift_hint"": ""slightly_slower"", ""groove_shift_hint"": ""add_one_drop_or_steppers_feel"", ""instrumentation_focus"": ""choppy_guitar_or_keys_on_offbeat"", ""vocal_style_shift"": ""from_shouted_phrases_to_more_spacious_lines"", ""lyrical_tone_shift"": ""from_high_energy_party_to_chill_gathering"", ""notes"": ""keep_repetitive_structure_for_familiarity""}","[""viral_muse"", ""genre_transformation_rules"", ""transformation_rule""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_GTR_SINGLE_RULE""]}",0.97,active,
vm_gtr:GTR-0023:R,genre_transformation_rules,GTR-0023,transformation_rule,reggae_to_lofi_pop,"[""reggae"", ""lofi_pop""]","{""gtr_id"": ""GTR-0023"", ""source_genre"": ""reggae"", ""target_genre"": ""lofi_pop"", ""core_elements_keep"": ""preserve_hook_motif_and_chilled_center"", ""elements_to_change"": ""adjust_drum_texture_and_mix_space"", ""tempo_shift_hint"": ""slightly_slower"", ""groove_shift_hint"": ""reduce_transients_and_keep_lilt"", ""instrumentation_focus"": ""soft_drums_keys_and_subtle_fx"", ""vocal_style_shift"": ""from_projected_lines_to_whisper_like_delivery"", ""lyrical_tone_shift"": ""from_outward_relaxation_to_inward_warmth"", ""notes"": ""retain_loop_friendly_refrain_for_streaming_clips""}","[""viral_muse"", ""genre_transformation_rules"", ""transformation_rule""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_GTR_SINGLE_RULE""]}",0.97,active,
vm_gtr:GTR-0024:R,genre_transformation_rules,GTR-0024,transformation_rule,lofi_pop_to_southern_rock_blues,"[""lofi_pop"", ""southern_rock_blues""]","{""gtr_id"": ""GTR-0024"", ""source_genre"": ""lofi_pop"", ""target_genre"": ""southern_rock_blues"", ""core_elements_keep"": ""maintain_simple_hook_and_emotional_seed"", ""elements_to_change"": ""adjust_drum_character_and_guitar_weight"", ""tempo_shift_hint"": ""slightly_faster"", ""groove_shift_hint"": ""add_rock_backbeat_with_swing"", ""instrumentation_focus"": ""crunch_guitars_and_fuller_drums"", ""vocal_style_shift"": ""from_whispery_phrases_to_stronger_projection"", ""lyrical_tone_shift"": ""from_private_reflection_to_roadhouse_confession"", ""notes"": ""retain_intimate_lyric_angles_while_scaling_energy""}","[""viral_muse"", ""genre_transformation_rules"", ""transformation_rule""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_GTR_SINGLE_RULE""]}",0.97,active,
vm_gtr:GTR-0025:R,genre_transformation_rules,GTR-0025,transformation_rule,reggae_to_alt_rock,"[""reggae"", ""alt_rock""]","{""gtr_id"": ""GTR-0025"", ""source_genre"": ""reggae"", ""target_genre"": ""alt_rock"", ""core_elements_keep"": ""preserve_melodic_center_and_chorus_outline"", ""elements_to_change"": ""modify_drum_intensity_and_guitar_density"", ""tempo_shift_hint"": ""slightly_faster"", ""groove_shift_hint"": ""move_to_four_on_the_floor_backbeat"", ""instrumentation_focus"": ""overdriven_guitars_with_supporting_leads"", ""vocal_style_shift"": ""from_relaxed_pulse_to_edgier_delivery"", ""lyrical_tone_shift"": ""from_sunlit_mood_to_urgent_drive"", ""notes"": ""retain_subtle_offbeat_elements_in_background""}","[""viral_muse"", ""genre_transformation_rules"", ""transformation_rule""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_GTR_SINGLE_RULE""]}",0.97,active,
vm_gtr:GTR-0026:R,genre_transformation_rules,GTR-0026,transformation_rule,southern_rock_blues_to_cumbia,"[""southern_rock_blues"", ""cumbia""]","{""gtr_id"": ""GTR-0026"", ""source_genre"": ""southern_rock_blues"", ""target_genre"": ""cumbia"", ""core_elements_keep"": ""retain_hook_and_narrative_refrain"", ""elements_to_change"": ""adjust_percussion_stack_and_bass_pattern"", ""tempo_shift_hint"": ""slightly_faster"", ""groove_shift_hint"": ""add_clave_feel"", ""instrumentation_focus"": ""accordion_or_keys_plus_percussion"", ""vocal_style_shift"": ""from_raspy_belt_to_clearly_projected_voice"", ""lyrical_tone_shift"": ""from_weighted_confession_to_celebratory_twist"", ""notes"": ""keep_story_details_but_align_phrasing_with_dance_context""}","[""viral_muse"", ""genre_transformation_rules"", ""transformation_rule""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_GTR_SINGLE_RULE""]}",0.97,active,
vm_gtr:GTR-0027:R,genre_transformation_rules,GTR-0027,transformation_rule,alt_rock_to_reggae,"[""alt_rock"", ""reggae""]","{""gtr_id"": ""GTR-0027"", ""source_genre"": ""alt_rock"", ""target_genre"": ""reggae"", ""core_elements_keep"": ""preserve_hook_shape_and_chorus_length"", ""elements_to_change"": ""modify_drum_pattern_and_guitar_comping"", ""tempo_shift_hint"": ""slightly_slower"", ""groove_shift_hint"": ""add_skank_and_laid_back_pulse"", ""instrumentation_focus"": ""clean_guitar_or_keys_on_offbeats"", ""vocal_style_shift"": ""from_sharp_attack_to_smoother_phrasing"", ""lyrical_tone_shift"": ""from_restless_angle_to_relaxed_view"", ""notes"": ""keep_alt_progressions_while_simplifying_rhythm""}","[""viral_muse"", ""genre_transformation_rules"", ""transformation_rule""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_GTR_SINGLE_RULE""]}",0.97,active,
vm_gtr:GTR-0028:R,genre_transformation_rules,GTR-0028,transformation_rule,reggae_to_southern_rock_blues,"[""reggae"", ""southern_rock_blues""]","{""gtr_id"": ""GTR-0028"", ""source_genre"": ""reggae"", ""target_genre"": ""southern_rock_blues"", ""core_elements_keep"": ""retain_hook_flow_and_relaxed_motif"", ""elements_to_change"": ""update_drum_feel_and_guitar_weight"", ""tempo_shift_hint"": ""slightly_faster"", ""groove_shift_hint"": ""add_blues_swing_to_backbeat"", ""instrumentation_focus"": ""overdriven_guitars_and_solid_snare"", ""vocal_style_shift"": ""from_smooth_delivery_to_earthier_tone"", ""lyrical_tone_shift"": ""from_coastal_scene_to_barroom_scene"", ""notes"": ""retain_some_offbeat_detail_in_support_parts""}","[""viral_muse"", ""genre_transformation_rules"", ""transformation_rule""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_GTR_SINGLE_RULE""]}",0.97,active,
vm_gtr:GTR-0029:R,genre_transformation_rules,GTR-0029,transformation_rule,lofi_pop_to_cumbia,"[""lofi_pop"", ""cumbia""]","{""gtr_id"": ""GTR-0029"", ""source_genre"": ""lofi_pop"", ""target_genre"": ""cumbia"", ""core_elements_keep"": ""keep_main_melody_and_loop_structure"", ""elements_to_change"": ""modify_percussion_pattern_and_bass_drive"", ""tempo_shift_hint"": ""slightly_faster"", ""groove_shift_hint"": ""tighten_groove_for_dance_floor"", ""instrumentation_focus"": ""congas_shakers_and_support_bass"", ""vocal_style_shift"": ""from_soft_tone_toconfident_projection"", ""lyrical_tone_shift"": ""from_internal_monologue_to_group_moment"", ""notes"": ""retain_hook_simplicity_for_crowd_singalong""}","[""viral_muse"", ""genre_transformation_rules"", ""transformation_rule""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_GTR_SINGLE_RULE""]}",0.97,active,
vm_gtr:GTR-0030:R,genre_transformation_rules,GTR-0030,transformation_rule,alt_rock_to_southern_rock_blues,"[""alt_rock"", ""southern_rock_blues""]","{""gtr_id"": ""GTR-0030"", ""source_genre"": ""alt_rock"", ""target_genre"": ""southern_rock_blues"", ""core_elements_keep"": ""retain_main_riff_and_chorus_focus"", ""elements_to_change"": ""modify_guitar_tone_and_drum_swing"", ""tempo_shift_hint"": ""slightly_slower"", ""groove_shift_hint"": ""add_blues_swing_to_backbeat"", ""instrumentation_focus"": ""overdriven_guitars_with_blues_phrasings"", ""vocal_style_shift"": ""from_indie_bite_to_bluesy_drawl"", ""lyrical_tone_shift"": ""from_detached_cool_to_rootsy_honesty"", ""notes"": ""retain_modern_melodic_ideas_while_shiftingtoward_blues""}","[""viral_muse"", ""genre_transformation_rules"", ""transformation_rule""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_GTR_SINGLE_RULE""]}",0.97,active,
vm_gtr:GTR-0031:R,genre_transformation_rules,GTR-0031,transformation_rule,southern_rock_blues_to_lofi_pop,"[""southern_rock_blues"", ""lofi_pop""]","{""gtr_id"": ""GTR-0031"", ""source_genre"": ""southern_rock_blues"", ""target_genre"": ""lofi_pop"", ""core_elements_keep"": ""maintain_emotional_hook_and_melodic_spine"", ""elements_to_change"": ""adjust_drum_and_guitar_intensity"", ""tempo_shift_hint"": ""slightly_slower"", ""groove_shift_hint"": ""soft_backbeat_with_loose_hat"", ""instrumentation_focus"": ""muted_guitars_and_subtle_lofi_kick"", ""vocal_style_shift"": ""from_big_statement_to_quiet_reflection"", ""lyrical_tone_shift"": ""from_public_confession_to_private_thought"", ""notes"": ""retain_blues_nuance_while_supporting_loop_friendly_snippets""}","[""viral_muse"", ""genre_transformation_rules"", ""transformation_rule""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_GTR_SINGLE_RULE""]}",0.97,active,
vm_gtr:GTR-0032:R,genre_transformation_rules,GTR-0032,transformation_rule,cumbia_to_alt_rock,"[""cumbia"", ""alt_rock""]","{""gtr_id"": ""GTR-0032"", ""source_genre"": ""cumbia"", ""target_genre"": ""alt_rock"", ""core_elements_keep"": ""preserve_hook_and_rhythmic_repetition"", ""elements_to_change"": ""reshape_percussion_arrangement_to_rock_groove"", ""tempo_shift_hint"": ""slightly_faster"", ""groove_shift_hint"": ""add_straight_or_slight_swing_backbeat"", ""instrumentation_focus"": ""distorted_guitars_and_simple_drums"", ""vocal_style_shift"": ""from_party_shout_to_melodic_belt"", ""lyrical_tone_shift"": ""from_celebration_to_personal_reflection"", ""notes"": ""maintain_danceable_feel_even_with_rock_weight""}","[""viral_muse"", ""genre_transformation_rules"", ""transformation_rule""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_GTR_SINGLE_RULE""]}",0.97,active,
vm_gtr:GTR-0033:R,genre_transformation_rules,GTR-0033,transformation_rule,reggae_to_southern_rock_blues,"[""reggae"", ""southern_rock_blues""]","{""gtr_id"": ""GTR-0033"", ""source_genre"": ""reggae"", ""target_genre"": ""southern_rock_blues"", ""core_elements_keep"": ""preserve_hook_flow_and_relaxed_motif"", ""elements_to_change"": ""adjust_drum_feel_and_guitar_weight"", ""tempo_shift_hint"": ""slightly_faster"", ""groove_shift_hint"": ""move_to_swung_rock_backbeat"", ""instrumentation_focus"": ""slide_or_crunch_guitars_with_full_kit"", ""vocal_style_shift"": ""from_laid_back_lines_to_grittier_attack"", ""lyrical_tone_shift"": ""from_easygoing_view_to_roadhouse_story"", ""notes"": ""retain_some_offbeat_detail_in_support_parts""}","[""viral_muse"", ""genre_transformation_rules"", ""transformation_rule""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_GTR_SINGLE_RULE""]}",0.97,active,
vm_gtr:GTR-0034:R,genre_transformation_rules,GTR-0034,transformation_rule,cumbia_to_lofi_pop,"[""cumbia"", ""lofi_pop""]","{""gtr_id"": ""GTR-0034"", ""source_genre"": ""cumbia"", ""target_genre"": ""lofi_pop"", ""core_elements_keep"": ""maintain_lead_melody_and_catchy_refrain"", ""elements_to_change"": ""update_percussion_layers_and_bass_hype"", ""tempo_shift_hint"": ""slightly_slower"", ""groove_shift_hint"": ""reduce_percussion_and_keep_light_swing"", ""instrumentation_focus"": ""soft_drums_and_muted_keys"", ""vocal_style_shift"": ""from_excited_shout_to_more_relaxed_tone"", ""lyrical_tone_shift"": ""from_outward_celebration_to_quiet_nostalgia"", ""notes"": ""retain_simple_chant_like_phrases_in_hooks""}","[""viral_muse"", ""genre_transformation_rules"", ""transformation_rule""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_GTR_SINGLE_RULE""]}",0.97,active,
vm_gtr:GTR-0035:R,genre_transformation_rules,GTR-0035,transformation_rule,lofi_pop_to_alt_rock,"[""lofi_pop"", ""alt_rock""]","{""gtr_id"": ""GTR-0035"", ""source_genre"": ""lofi_pop"", ""target_genre"": ""alt_rock"", ""core_elements_keep"": ""retain_hook_and_core_emotional_theme"", ""elements_to_change"": ""modify_drum_energy_and_guitar_layers"", ""tempo_shift_hint"": ""slightly_faster"", ""groove_shift_hint"": ""add_more_defined_backbeat"", ""instrumentation_focus"": ""driven_guitars_and_punchier_drums"", ""vocal_style_shift"": ""from_soft_delivery_tofirm_projection"", ""lyrical_tone_shift"": ""from_quiet_processing_to_controlled_intensity"", ""notes"": ""keep_introspective_content_inside_alt_rock_frame""}","[""viral_muse"", ""genre_transformation_rules"", ""transformation_rule""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_GTR_SINGLE_RULE""]}",0.97,active,
vm_gtr:GTR-0036:R,genre_transformation_rules,GTR-0036,transformation_rule,southern_rock_blues_to_alt_rock,"[""southern_rock_blues"", ""alt_rock""]","{""gtr_id"": ""GTR-0036"", ""source_genre"": ""southern_rock_blues"", ""target_genre"": ""alt_rock"", ""core_elements_keep"": ""retain_signature_riff_and_vocal_motif"", ""elements_to_change"": ""adjust_drum_feel_and_guitar_layering"", ""tempo_shift_hint"": ""bpm_similar"", ""groove_shift_hint"": ""move_to_tight_rock_backbeat"", ""instrumentation_focus"": ""layered_overdriven_guitars_and_steady_bass"", ""vocal_style_shift"": ""from_blues_drawl_to_indie_projection"", ""lyrical_tone_shift"": ""from_roadhouse_imagery_to_modern_alt_angle"", ""notes"": ""keep_blues_influence_within_modern_alt_rock_mix""}","[""viral_muse"", ""genre_transformation_rules"", ""transformation_rule""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_GTR_SINGLE_RULE""]}",0.97,active,
vm_gtr:GTR-0037:R,genre_transformation_rules,GTR-0037,transformation_rule,lofi_pop_to_reggae,"[""lofi_pop"", ""reggae""]","{""gtr_id"": ""GTR-0037"", ""source_genre"": ""lofi_pop"", ""target_genre"": ""reggae"", ""core_elements_keep"": ""preserve_hook_motif_and_soft_atmosphere"", ""elements_to_change"": ""modify_drum_groove_and_guitar_role"", ""tempo_shift_hint"": ""slightly_faster"", ""groove_shift_hint"": ""introduce_skank_feel"", ""instrumentation_focus"": ""clean_guitar_or_keys_on_offbeats"", ""vocal_style_shift"": ""from_near_whisper_to_clearer_but_relaxed_voice"", ""lyrical_tone_shift"": ""from_private_space_toopen_air_scene"", ""notes"": ""keep_soft_mix_edges_for_warmth""}","[""viral_muse"", ""genre_transformation_rules"", ""transformation_rule""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_GTR_SINGLE_RULE""]}",0.97,active,
vm_gtr:GTR-0038:R,genre_transformation_rules,GTR-0038,transformation_rule,alt_rock_to_cumbia,"[""alt_rock"", ""cumbia""]","{""gtr_id"": ""GTR-0038"", ""source_genre"": ""alt_rock"", ""target_genre"": ""cumbia"", ""core_elements_keep"": ""retain_chorus_hook_and_melodic_center"", ""elements_to_change"": ""reshape_drum_groove_and_percussion_role"", ""tempo_shift_hint"": ""slightly_faster"", ""groove_shift_hint"": ""add_clave_and_party_forward_feel"", ""instrumentation_focus"": ""percussion_and_guitars_sharing_rhythm"", ""vocal_style_shift"": ""from_cool_projection_to_more_open_tone"", ""lyrical_tone_shift"": ""from_introspective_text_to_community_oriented_view"", ""notes"": ""retain_alt_harmonic_color_inside_cumbia_groove""}","[""viral_muse"", ""genre_transformation_rules"", ""transformation_rule""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_GTR_SINGLE_RULE""]}",0.97,active,
vm_gtr:GTR-0039:R,genre_transformation_rules,GTR-0039,transformation_rule,cumbia_to_reggae,"[""cumbia"", ""reggae""]","{""gtr_id"": ""GTR-0039"", ""source_genre"": ""cumbia"", ""target_genre"": ""reggae"", ""core_elements_keep"": ""keep_main_refrain_and_bounce_feel"", ""elements_to_change"": ""adjust_percussion_density_and_backbeat_placement"", ""tempo_shift_hint"": ""slightly_slower"", ""groove_shift_hint"": ""reduce_clave_emphasis_and_add_skank"", ""instrumentation_focus"": ""offbeat_keys_or_guitar_with_light_drums"", ""vocal_style_shift"": ""from_high_energy_delivery_to_relaxed_pulse"", ""lyrical_tone_shift"": ""from_high_energy_party_to_chill_gathering"", ""notes"": ""keep_repetitive_structure_for_familiarity""}","[""viral_muse"", ""genre_transformation_rules"", ""transformation_rule""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_GTR_SINGLE_RULE""]}",0.97,active,
vm_gtr:GTR-0040:R,genre_transformation_rules,GTR-0040,transformation_rule,reggae_to_alt_rock,"[""reggae"", ""alt_rock""]","{""gtr_id"": ""GTR-0040"", ""source_genre"": ""reggae"", ""target_genre"": ""alt_rock"", ""core_elements_keep"": ""maintain_melodic_center_and_chorus_outline"", ""elements_to_change"": ""reshape_drum_intensity_and_guitar_density"", ""tempo_shift_hint"": ""slightly_faster"", ""groove_shift_hint"": ""move_to_four_on_the_floor_backbeat"", ""instrumentation_focus"": ""overdriven_guitars_with_supporting_leads"", ""vocal_style_shift"": ""from_easygoing_lines_to_assertive_attack"", ""lyrical_tone_shift"": ""from_casual_view_to_goal_oriented_angle"", ""notes"": ""retain_subtle_offbeat_elements_in_background""}","[""viral_muse"", ""genre_transformation_rules"", ""transformation_rule""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_GTR_SINGLE_RULE""]}",0.97,active,
vm_gtr:GTR-0041:R,genre_transformation_rules,GTR-0041,transformation_rule,southern_rock_blues_to_reggae,"[""southern_rock_blues"", ""reggae""]","{""gtr_id"": ""GTR-0041"", ""source_genre"": ""southern_rock_blues"", ""target_genre"": ""reggae"", ""core_elements_keep"": ""preserve_blues_hook_and_story_arc"", ""elements_to_change"": ""update_drum_pattern_and_guitar_comping"", ""tempo_shift_hint"": ""bpm_similar"", ""groove_shift_hint"": ""add_one_drop_feel"", ""instrumentation_focus"": ""skank_guitar_with_supporting_keys"", ""vocal_style_shift"": ""from_rough_projection_to_smoother_pulse"", ""lyrical_tone_shift"": ""from_heavy_reflection_to_balanced_view"", ""notes"": ""retain_blues_color_while_adapting_to_reggae_feel""}","[""viral_muse"", ""genre_transformation_rules"", ""transformation_rule""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_GTR_SINGLE_RULE""]}",0.97,active,
vm_gtr:GTR-0042:R,genre_transformation_rules,GTR-0042,transformation_rule,lofi_pop_to_southern_rock_blues,"[""lofi_pop"", ""southern_rock_blues""]","{""gtr_id"": ""GTR-0042"", ""source_genre"": ""lofi_pop"", ""target_genre"": ""southern_rock_blues"", ""core_elements_keep"": ""keep_simple_hook_and_emotional_seed"", ""elements_to_change"": ""modify_drum_character_and_guitar_weight"", ""tempo_shift_hint"": ""slightly_faster"", ""groove_shift_hint"": ""add_swung_backbeat"", ""instrumentation_focus"": ""crunch_guitars_and_fuller_drums"", ""vocal_style_shift"": ""from_intimate_tone_toroom_filling_delivery"", ""lyrical_tone_shift"": ""from_private_reflection_to_roadhouse_confession"", ""notes"": ""retain_intimate_lyric_angles_while_scaling_energy""}","[""viral_muse"", ""genre_transformation_rules"", ""transformation_rule""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_GTR_SINGLE_RULE""]}",0.97,active,
